County,Year,% Naloxone Admin,% OD Survival,Opioid Overdoses,3+ Prescribers and 3+ Dispensers,Average Daily MME > 50,Overlapping Opioid/Benzodiazepine Prescriptions,Total Drug Dispensation,Total Prescriptions,Incidents - Fentanyl,Incidents - Heroin,Incidents - Opium,Arrests - Fentanyl,Arrests - Heroin,Arrests - Opium,Drug Quantity - Fentanyl,Drug Quantity - Heroin,Drug Quantity - Opium,%Incidents Fentanyl,%Arrests Fentanyl,%Quantity Fentanyl,Drug Take-Back Sites,Drug Treatment Locations,County Population,County Percent Change Since 2010
Allegheny,2018,0.6225854383358098,0.7756315007429421,5.381511589041228,17.615854428912073,411.1618787472673,492.0124934230412,7804.199338226004,6450.361352910414,0.11194823513607308,0.2718742853304632,0.0,0.1359371426652316,0.24788537780130465,0.0,0.008675988223045663,0.010088239198194755,0.0,29.166666666666668,35.41666666666667,46.23685285984524,0.39981512548597525,0.711670923365036,1250578,0.022
Allegheny,2022,0.7442922374429224,0.7990867579908676,3.5023804992571432,5.701363689430008,114.05126269612931,156.4396623001524,1978.7410301476596,2401.049754593476,0.23189277278186568,0.4717818480734508,0.0,0.18391495772354866,0.5277559656414874,0.0,0.06367295762439448,0.0021594574668673205,0.0,32.95454545454545,25.842696629213485,96.7197656900879,0.39981512548597525,0.711670923365036,1250578,0.022
Allegheny,2019,0.7044145873320538,0.8061420345489443,4.166073607563862,15.728727036618269,324.91375987743265,419.27812579463256,6960.245582442679,5778.0002526831595,0.07196672258747555,0.791633948462231,0.007996302509719506,0.09595563011663408,0.791633948462231,0.007996302509719506,0.005868462422975616,0.04285986159999616,0.010881368455226303,8.256880733944955,10.714285714285714,9.844812444086964,0.39981512548597525,0.711670923365036,1250578,0.022
Allegheny,2020,0.7438356164383562,0.8041095890410959,5.837300832095239,9.21973679370659,262.01484433597903,366.2066660376242,5886.853918747971,5296.49490075789,0.031985210038878026,0.5117633606220484,0.0,0.031985210038878026,0.6876820158358774,0.0,0.0011778553596816833,0.021477188947830524,0.0,5.88235294117647,4.444444444444445,5.199086542025067,0.39981512548597525,0.711670923365036,1250578,0.022
Allegheny,2021,0.759656652360515,0.8025751072961373,3.7262769695292897,10.970927043335163,242.71177007751618,345.3203238822369,5603.113120493084,5053.511256395042,0.19191126023326815,0.6077189907386824,0.0,0.09595563011663408,0.7996302509719505,0.0,0.08201231750438598,0.007668933884971589,0.0,24.0,10.714285714285714,91.4486765448038,0.39981512548597525,0.711670923365036,1250578,0.022
Erie,2018,0.7377049180327869,0.8442622950819673,4.5039058462174575,13.917807410032635,405.3146088985366,527.5845774450302,7684.992395044227,8226.162524549978,0.18458630517284663,1.4028559193136343,0.0,0.11075178310370797,1.1075178310370797,0.0,0.001849554777831923,0.012624595755991671,0.0,11.627906976744185,9.090909090909092,12.778330400183641,0.5906761765531092,1.2551868751753568,270876,-0.035
Erie,2022,0.773224043715847,0.8169398907103825,13.511717538652372,3.876312408629779,108.61058196370296,169.2287245824658,3221.658618703761,3250.4171650496905,1.3290213972444958,1.033683308967941,0.0,1.476690441382773,0.5537589155185398,0.0,0.17523553212540055,0.012079623148599358,0.0,56.25,72.72727272727273,93.55117682232942,0.5906761765531092,1.2551868751753568,270876,-0.035
Erie,2019,0.8384615384615385,0.8692307692307693,4.7992439344940125,12.625703273822708,305.0473279286463,456.18659460417314,7632.01612545962,7962.831701590396,0.2953380882765546,1.476690441382773,0.0,0.5168416544839705,1.4028559193136343,0.0,0.007105465231323558,0.015388591089649876,0.0,16.666666666666664,26.923076923076923,31.588189919745286,0.5906761765531092,1.2551868751753568,270876,-0.035
Erie,2020,0.7888888888888889,0.8055555555555556,6.645106986222478,8.011045644501543,254.95060470473572,411.7382123185517,7118.903114340141,6998.036001712961,0.4060898713802626,1.4028559193136343,0.0,0.4799243934494012,1.5505249634519116,0.0,0.04109998670978603,0.030199427044108745,0.0,22.448979591836736,23.636363636363637,57.644214090807885,0.5906761765531092,1.2551868751753568,270876,-0.035
Erie,2021,0.7828571428571428,0.8542857142857143,12.921041362099261,7.1619486407064485,225.60138218225313,391.50755327160766,6992.682998862948,6862.29123288885,1.2551868751753568,1.1813523531062184,0.0,1.587442224486481,1.3659386582790651,0.0,0.7340199943885762,0.007679528640411111,0.0,51.515151515151516,53.75,98.96460380491426,0.5906761765531092,1.2551868751753568,270876,-0.035
