County,Year,% Naloxone Admin,% OD Survival,Opioid Overdoses,3+ Prescribers and 3+ Dispensers,Average Daily MME > 50,Overlapping Opioid/Benzodiazepine Prescriptions,Total Drug Dispensation,Total Prescriptions,Incidents - Fentanyl,Incidents - Heroin,Incidents - Opium,Arrests - Fentanyl,Arrests - Heroin,Arrests - Opium,Drug Quantity - Fentanyl,Drug Quantity - Heroin,Drug Quantity - Opium,%Incidents Fentanyl,%Arrests Fentanyl,%Quantity Fentanyl,Drug Take-Back Sites,Drug Treatment Locations,County Population,County Percent Change Since 2010
Snyder,2019,0.3333333333333333,0.6666666666666666,3,26.0,1100.0,1379.0,16704.0,20017.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0001,0.005363,0.0,12.5,0.0,1.8304960644334616,7,2,39736,0.001
Snyder,2020,0.75,0.75,4,13.0,820.0,1193.0,14850.0,17895.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.004072999999999999,0.0,0.0,,0.0,7,2,39736,0.001
Snyder,2021,0.6666666666666666,0.8333333333333334,6,8.0,701.0,1030.0,14080.0,16775.0,1.0,6.0,0.0,1.0,5.0,0.0,0.003,0.02119,0.0,14.285714285714285,16.666666666666664,12.401818933443572,7,2,39736,0.001
Snyder,2022,0.5714285714285714,0.7142857142857143,7,,322.0,393.0,6927.0,8270.0,2.0,3.0,0.0,3.0,5.0,0.0,0.00078,0.00251,0.0,40.0,37.5,23.70820668693009,7,2,39736,0.001
Lackawanna,2018,0.6785714285714286,0.6785714285714286,28,269.0,13316.0,21354.0,201280.0,187397.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.09412000000000001,0.0,0.0,0.0,0.0,11,20,215896,0.007
Lackawanna,2019,0.5882352941176471,0.5294117647058824,17,197.0,10054.0,17559.0,172620.0,159697.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,1.3091,0.0,0.0,0.0,0.0,11,20,215896,0.007
Lackawanna,2020,0.7142857142857143,0.75,28,130.0,8176.0,15112.0,150824.0,139047.0,1.0,21.0,0.0,2.0,13.0,0.0,0.01,0.08957,0.0,4.545454545454546,13.333333333333334,10.043185698503567,11,20,215896,0.007
Lackawanna,2022,0.7872340425531915,0.7659574468085106,47,90.0,3158.0,5657.0,59718.0,59807.0,4.0,11.0,0.0,4.0,12.0,0.0,0.06924999999999999,0.0224,0.0,26.666666666666668,25.0,75.55919258046917,11,20,215896,0.007
Lackawanna,2021,0.7192982456140351,0.7543859649122807,57,139.0,7079.0,13684.0,138030.0,127822.0,2.0,15.0,0.0,3.0,23.0,0.0,0.636,0.2978,0.0,11.76470588235294,11.538461538461538,68.10880274148641,11,20,215896,0.007
Lawrence,2018,0.7419354838709677,0.8064516129032258,31,114.0,4946.0,5306.0,55809.0,67852.0,1.0,8.0,0.0,1.0,6.0,0.0,0.0283,0.37926,0.0,11.11111111111111,14.285714285714285,6.943762881538914,5,7,86070,-0.055
Lawrence,2019,0.75,0.6,20,87.0,3862.0,4184.0,47335.0,57677.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.1437,0.0,0.0,0.0,0.0,5,7,86070,-0.055
Lawrence,2020,0.7037037037037037,0.7407407407407407,27,63.0,3400.0,3606.0,43427.0,52813.0,2.0,7.0,0.0,2.0,8.0,0.0,0.0006000000000000001,0.0358,0.0,22.22222222222222,20.0,1.6483516483516485,5,7,86070,-0.055
Lawrence,2021,0.4,0.75,20,52.0,3028.0,3310.0,41604.0,50868.0,1.0,7.0,0.0,1.0,9.0,0.0,0.01,0.2245,0.0,12.5,10.0,4.264392324093817,5,7,86070,-0.055
Lawrence,2022,0.6,0.56,25,27.0,1414.0,1494.0,21326.0,23783.0,8.0,16.0,0.0,7.0,21.0,0.0,0.03901,0.12584,0.0,33.33333333333333,25.0,23.663936912344557,5,7,86070,-0.055
Wayne,2018,0.6153846153846154,0.5384615384615384,13,30.0,3095.0,3430.0,37889.0,36806.0,1.0,22.0,0.0,1.0,23.0,0.0,0.001,0.478372,0.0,4.3478260869565215,4.166666666666666,0.20860625985664577,2,3,51155,-0.032
Wayne,2019,0.2727272727272727,0.45454545454545453,11,20.0,2593.0,2830.0,33066.0,32219.0,0.0,15.0,0.0,0.0,17.0,0.0,0.0,0.02894,0.0,0.0,0.0,0.0,2,3,51155,-0.032
Wayne,2020,0.5454545454545454,0.7272727272727273,11,,2167.0,2534.0,31572.0,29255.0,2.0,25.0,0.0,0.0,50.0,0.0,0.0007999999999999999,1.0589089999999999,0.0,7.4074074074074066,0.0,0.07549242291987707,2,3,51155,-0.032
Wayne,2021,0.6666666666666666,0.4444444444444444,9,,2087.0,2239.0,29598.0,27011.0,1.0,8.0,0.0,1.0,6.0,0.0,0.0001,0.01331,0.0,11.11111111111111,14.285714285714285,0.7457121551081283,2,3,51155,-0.032
Wayne,2022,0.5,0.625,8,,979.0,856.0,14017.0,12899.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.01286,0.0,0.0,0.0,0.0,2,3,51155,-0.032
Juniata,2018,0.0,0.3333333333333333,3,34.0,1201.0,1284.0,10656.0,16566.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,1,2,23509,-0.046
Juniata,2019,0.0,0.25,4,26.0,958.0,1026.0,9404.0,14810.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.013550000000000001,0.0,0.0,0.0,0.0,1,2,23509,-0.046
Juniata,2020,0.2,0.8,5,14.0,786.0,888.0,8338.0,12978.0,3.0,3.0,0.0,5.0,3.0,0.0,0.0031,0.0402,0.0,50.0,62.5,7.159353348729793,1,2,23509,-0.046
Juniata,2021,0.3333333333333333,1.0,3,,684.0,797.0,7724.0,11857.0,0.0,3.0,1.0,0.0,6.0,1.0,0.0,0.014,0.001,0.0,0.0,0.0,1,2,23509,-0.046
Juniata,2022,0.2857142857142857,0.2857142857142857,7,,291.0,286.0,3623.0,5726.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,1,2,23509,-0.046
Perry,2018,0.45,0.725,40,73.0,2578.0,2406.0,20051.0,29811.0,2.0,12.0,0.0,1.0,8.0,0.0,0.0012000000000000001,0.014893,0.0,14.285714285714285,11.11111111111111,7.456658174361524,2,2,45842,-0.003
Perry,2021,0.631578947368421,0.7368421052631579,38,37.0,1280.0,1418.0,15973.0,23190.0,7.0,26.0,0.0,4.0,18.0,0.0,0.012,1.2999010000000002,0.0,21.21212121212121,18.181818181818183,0.9147031673883927,2,2,45842,-0.003
Perry,2019,0.48,0.8,25,64.0,2001.0,1909.0,18269.0,26465.0,2.0,10.0,0.0,4.0,4.0,0.0,0.00647,0.095002,0.0,16.666666666666664,50.0,6.376143172500788,2,2,45842,-0.003
Perry,2020,0.3870967741935484,0.6129032258064516,31,27.0,1500.0,1568.0,16996.0,24405.0,6.0,15.0,0.0,4.0,11.0,0.0,0.00515,0.021776,0.0,28.57142857142857,26.666666666666668,19.126494837703337,2,2,45842,-0.003
Perry,2022,0.625,0.8333333333333334,24,20.0,614.0,644.0,7959.0,11545.0,14.0,7.0,1.0,10.0,6.0,1.0,0.05111,0.014,0.002,63.63636363636363,58.82352941176471,76.15854567128595,2,2,45842,-0.003
Northampton,2018,0.9367088607594937,0.8607594936708861,79,442.0,12900.0,16220.0,177916.0,166875.0,4.0,8.0,0.0,5.0,8.0,0.0,18.4347,4.7757000000000005,0.0,33.33333333333333,38.46153846153847,79.42430979216213,23,10,312951,0.051
Northampton,2019,0.9466666666666667,0.8533333333333334,75,310.0,9607.0,13885.0,164415.0,150418.0,2.0,14.0,0.0,4.0,12.0,0.0,3.7427,0.063223,0.0,12.5,25.0,98.33882608765339,23,10,312951,0.051
Northampton,2022,0.828125,0.765625,64,88.0,3311.0,4911.0,64205.0,61383.0,13.0,12.0,0.0,15.0,7.0,0.0,1.13093,0.02272,0.0,52.0,68.18181818181817,98.0305985350843,23,10,312951,0.051
Northampton,2020,0.8846153846153846,0.7948717948717948,78,189.0,7882.0,11966.0,153338.0,130165.0,3.0,18.0,1.0,3.0,18.0,0.0,0.01213,0.19343,2.0,13.636363636363635,14.285714285714285,0.5499737028237726,23,10,312951,0.051
Northampton,2021,0.8285714285714286,0.8285714285714286,70,206.0,7325.0,11477.0,144449.0,128698.0,7.0,15.0,0.0,2.0,12.0,0.0,0.0246,0.06756999999999999,0.0,31.818181818181817,14.285714285714285,26.689812303352507,23,10,312951,0.051
Adams,2018,0.782608695652174,0.8260869565217391,23,128.0,4869.0,4426.0,39735.0,60109.0,1.0,7.0,0.0,1.0,7.0,0.0,0.00112,0.006431,0.0,12.5,12.5,14.832472520196,12,2,103852,0.024
Adams,2019,0.6666666666666666,0.9333333333333333,30,69.0,3746.0,3694.0,36554.0,53256.0,2.0,12.0,0.0,4.0,14.0,0.0,0.00202,0.044451,0.0,14.285714285714285,22.22222222222222,4.346796927115836,12,2,103852,0.024
Adams,2020,0.717948717948718,0.8205128205128205,39,42.0,3110.0,3302.0,34443.0,48631.0,6.0,14.0,0.0,4.0,12.0,0.0,0.002471,0.077183,0.0,30.0,25.0,3.10216687172019,12,2,103852,0.024
Adams,2021,0.8,0.85,40,44.0,2850.0,3140.0,34496.0,48070.0,8.0,16.0,0.0,10.0,20.0,0.0,0.0327,0.0615,0.0,33.33333333333333,33.33333333333333,34.71337579617834,12,2,103852,0.024
Adams,2022,0.7647058823529411,0.9411764705882353,17,26.0,1340.0,1342.0,16280.0,23422.0,1.0,6.0,0.0,1.0,8.0,0.0,1e-06,0.04,0.0,14.285714285714285,11.11111111111111,0.0024999375015624607,12,2,103852,0.024
Cambria,2018,0.6428571428571429,0.3163265306122449,98,146.0,11063.0,10584.0,110458.0,128877.0,1.0,4.0,0.0,0.0,2.0,0.0,0.005,0.00316,0.0,20.0,0.0,61.27450980392156,21,14,133472,-0.071
Cambria,2022,0.7565217391304347,0.7565217391304347,115,24.0,2600.0,2354.0,33639.0,37753.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0892,0.0,0.0,0.0,0.0,21,14,133472,-0.071
Cambria,2019,0.7094017094017094,0.4017094017094017,117,108.0,8058.0,8054.0,93799.0,110573.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.04951,0.0,0.0,0.0,0.0,21,14,133472,-0.071
Cambria,2020,0.7151898734177216,0.879746835443038,158,73.0,6404.0,6626.0,84164.0,88138.0,2.0,4.0,0.0,2.0,6.0,0.0,0.012450000000000001,0.00538,0.0,33.33333333333333,25.0,69.82613572630399,21,14,133472,-0.071
Cambria,2021,0.6272727272727273,0.7727272727272727,110,69.0,5744.0,5627.0,77651.0,79852.0,2.0,11.0,0.0,1.0,7.0,0.0,0.0641,0.0103,0.0,15.384615384615385,12.5,86.15591397849462,21,14,133472,-0.071
Schuylkill,2018,0.5714285714285714,0.6,35,229.0,7410.0,9649.0,97767.0,107917.0,13.0,32.0,10.0,3.0,32.0,2.0,0.018119999999999997,0.20729999999999998,0.00036,23.636363636363637,8.108108108108109,8.02551155992559,8,11,143049,-0.035
Schuylkill,2019,0.7368421052631579,0.7368421052631579,38,198.0,5250.0,7425.0,84997.0,89368.0,11.0,39.0,0.0,13.0,29.0,0.0,0.023629999999999998,3.150126,0.0,22.0,30.952380952380953,0.7445436889288275,8,11,143049,-0.035
Schuylkill,2022,0.6363636363636364,0.6545454545454545,55,55.0,1783.0,2368.0,27083.0,34270.0,36.0,5.0,0.0,18.0,0.0,0.0,1.333389,0.08460000000000001,0.0,87.8048780487805,100.0,94.03380421145721,8,11,143049,-0.035
Schuylkill,2020,0.6739130434782609,0.7608695652173914,46,126.0,4333.0,6333.0,77333.0,79921.0,13.0,28.0,1.0,14.0,27.0,2.0,0.5576099999999999,0.07268100000000001,0.001,30.952380952380953,32.55813953488372,88.3285204446127,8,11,143049,-0.035
Schuylkill,2021,0.6274509803921569,0.6666666666666666,51,123.0,3893.0,5809.0,74484.0,74643.0,23.0,34.0,0.0,12.0,28.0,0.0,0.04795,0.077823,0.0,40.35087719298245,30.0,38.12423970168478,8,11,143049,-0.035
Clearfield,2018,0.9,0.9,10,95.0,4529.0,5463.0,71509.0,63697.0,1.0,4.0,0.0,2.0,7.0,0.0,0.0283,2.0016,0.0,20.0,22.22222222222222,1.3941573476525935,8,6,80562,-0.013
Clearfield,2022,0.8181818181818182,0.7575757575757576,33,24.0,1045.0,1381.0,30233.0,22862.0,8.0,19.0,0.0,9.0,12.0,0.0,0.01412,0.074011,0.0,29.629629629629626,42.857142857142854,16.021604202834418,8,6,80562,-0.013
Clearfield,2019,1.0,1.0,2,83.0,3097.0,4315.0,68940.0,55708.0,3.0,8.0,0.0,4.0,8.0,0.0,0.003,0.00541,0.0,27.27272727272727,33.33333333333333,35.6718192627824,8,6,80562,-0.013
Clearfield,2020,0.6666666666666666,0.6666666666666666,18,45.0,2502.0,3771.0,66221.0,50032.0,3.0,20.0,1.0,6.0,17.0,1.0,0.004,0.06068,0.0007,12.5,25.0,6.11807892321811,8,6,80562,-0.013
Clearfield,2021,0.6666666666666666,0.6666666666666666,33,56.0,2354.0,3369.0,65499.0,48103.0,4.0,22.0,1.0,5.0,21.0,1.0,0.0055,0.13863999999999999,0.001,14.814814814814813,18.51851851851852,3.789444674107758,8,6,80562,-0.013
Tioga,2018,0.4782608695652174,0.6956521739130435,23,59.0,2076.0,2110.0,22140.0,24595.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.03515,0.0,0.0,0.0,0.0,6,5,41045,-0.022
Tioga,2019,0.7727272727272727,0.7272727272727273,22,30.0,1479.0,1687.0,18349.0,20696.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.1801,0.0,0.0,0.0,0.0,6,5,41045,-0.022
Tioga,2020,0.35294117647058826,0.7058823529411765,17,8.0,1352.0,1551.0,17555.0,19138.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0045000000000000005,0.0,0.0,,0.0,6,5,41045,-0.022
Tioga,2021,0.5833333333333334,0.7083333333333334,24,12.0,1318.0,1455.0,17467.0,18969.0,4.0,8.0,0.0,0.0,11.0,0.0,0.019,0.021,0.0,33.33333333333333,0.0,47.5,6,5,41045,-0.022
Tioga,2022,0.5333333333333333,0.8,15,6.0,586.0,565.0,7786.0,9328.0,8.0,9.0,0.0,30.0,9.0,0.0,0.11195000000000001,0.10157,0.0,47.05882352941176,76.92307692307693,52.430685650056205,6,5,41045,-0.022
Columbia,2018,0.6923076923076923,0.6153846153846154,13,60.0,2990.0,3161.0,45740.0,42688.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.00147,0.0,0.0,0.0,0.0,5,4,64727,-0.038
Columbia,2022,0.5384615384615384,0.7948717948717948,78,11.0,691.0,800.0,14931.0,14697.0,2.0,4.0,0.0,1.0,5.0,0.0,0.00126,0.1,0.0,33.33333333333333,16.666666666666664,1.2443215484890382,5,4,64727,-0.038
Columbia,2019,1.0,0.7777777777777778,9,43.0,2200.0,2502.0,39128.0,36619.0,1.0,5.0,0.0,1.0,4.0,0.0,4e-06,0.0801,0.0,16.666666666666664,20.0,0.0049935084390292615,5,4,64727,-0.038
Columbia,2021,0.5961538461538461,0.7692307692307693,52,54.0,1600.0,1991.0,31647.0,30192.0,5.0,4.0,0.0,10.0,6.0,0.0,0.1225,0.012029999999999999,0.0,55.55555555555556,62.5,91.057756634208,5,4,64727,-0.038
Columbia,2020,0.6470588235294118,0.7941176470588235,34,26.0,1837.0,2158.0,34275.0,31910.0,2.0,5.0,0.0,2.0,4.0,0.0,0.00205,0.0102,0.0,28.57142857142857,33.33333333333333,16.73469387755102,5,4,64727,-0.038
Fulton,2018,0.0,0.5,2,0.0,558.0,681.0,8675.0,7985.0,1.0,4.0,0.0,2.0,5.0,0.0,1e-06,0.01711,0.0,20.0,28.57142857142857,0.005844193793466191,2,3,14556,-0.019
Fulton,2019,0.5,1.0,6,,419.0,552.0,7290.0,7137.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,2,3,14556,-0.019
Fulton,2020,0.5454545454545454,0.7272727272727273,11,0.0,295.0,430.0,6228.0,6341.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,2,3,14556,-0.019
Fulton,2021,0.46153846153846156,0.6923076923076923,13,0.0,322.0,449.0,6466.0,6447.0,2.0,8.0,0.0,0.0,8.0,0.0,0.0023,0.0406,0.0,20.0,0.0,5.361305361305362,2,3,14556,-0.019
Fulton,2022,0.6,0.8,10,,159.0,220.0,3396.0,3349.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0045000000000000005,0.0,0.0,0.0,0.0,2,3,14556,-0.019
Wyoming,2018,0.5882352941176471,0.5882352941176471,17,25.0,1744.0,1937.0,14945.0,21606.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,0.1948,0.0,0.0,0.0,0.0,2,3,26069,-0.078
Wyoming,2019,0.5,0.625,8,6.0,1315.0,1487.0,12845.0,17869.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.01165,0.0,0.0,0.0,0.0,2,3,26069,-0.078
Wyoming,2020,0.5714285714285714,0.7142857142857143,7,,1046.0,1209.0,12059.0,16040.0,1.0,3.0,0.0,1.0,3.0,0.0,0.002,0.007,0.0,25.0,25.0,22.22222222222222,2,3,26069,-0.078
Wyoming,2021,0.5555555555555556,0.8888888888888888,9,14.0,887.0,1131.0,11304.0,15040.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0232,0.0064,0.0,33.33333333333333,0.0,78.37837837837837,2,3,26069,-0.078
Wyoming,2022,0.6666666666666666,0.3333333333333333,3,0.0,445.0,482.0,5285.0,7371.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,2,3,26069,-0.078
Butler,2018,0.7567567567567568,0.7297297297297297,37,252.0,9658.0,10765.0,146479.0,129049.0,0.0,26.0,0.0,0.0,49.0,0.0,0.0,0.11505,0.0,0.0,0.0,0.0,12,13,193763,0.054
Butler,2019,0.8235294117647058,0.8627450980392157,51,219.0,7650.0,9478.0,145769.0,118905.0,7.0,35.0,0.0,2.0,70.0,0.0,0.0177,0.25617100000000004,0.0,16.666666666666664,2.7777777777777777,6.462896765265398,12,13,193763,0.054
Butler,2022,0.55,0.525,40,72.0,2762.0,3388.0,51322.0,49159.0,21.0,43.0,0.0,21.0,60.0,0.0,0.14289,0.26478999999999997,0.0,32.8125,25.925925925925924,35.049548665620094,12,13,193763,0.054
Butler,2020,0.7777777777777778,0.7037037037037037,54,148.0,6593.0,8684.0,132769.0,109801.0,18.0,40.0,0.0,22.0,49.0,0.0,0.1855,0.86619,0.0,31.03448275862069,30.985915492957744,17.638277439169336,12,13,193763,0.054
Butler,2021,0.7954545454545454,0.6818181818181818,44,155.0,5974.0,8148.0,117472.0,104589.0,11.0,50.0,0.0,19.0,71.0,0.0,0.03518,0.0943,0.0,18.0327868852459,21.11111111111111,27.170219338894043,12,13,193763,0.054
Somerset,2018,0.42857142857142855,0.6666666666666666,21,47.0,4306.0,4503.0,40351.0,57966.0,2.0,14.0,0.0,2.0,14.0,0.0,2.5,1.153612,0.0,12.5,12.5,68.42543762172886,2,4,74129,-0.046
Somerset,2022,0.5217391304347826,0.6086956521739131,23,6.0,1078.0,1177.0,13747.0,18399.0,3.0,22.0,0.0,4.0,23.0,0.0,3.0032,0.06733,0.0,12.0,14.814814814814813,97.80721894917164,2,4,74129,-0.046
Somerset,2019,0.6111111111111112,0.6666666666666666,18,32.0,3163.0,3590.0,33932.0,50468.0,1.0,23.0,0.0,1.0,25.0,0.0,0.002,6.102178000000001,0.0,4.166666666666666,3.8461538461538463,0.03276444428717511,2,4,74129,-0.046
Somerset,2020,0.5769230769230769,0.5384615384615384,26,33.0,2554.0,2936.0,30829.0,40804.0,1.0,38.0,0.0,0.0,63.0,0.0,1e-06,0.191457,0.0,2.564102564102564,0.0,0.0005223077646272289,2,4,74129,-0.046
Somerset,2021,0.4074074074074074,0.4444444444444444,27,30.0,2367.0,2632.0,29021.0,38450.0,4.0,29.0,0.0,5.0,27.0,0.0,1.9379999999999997,0.09466000000000001,0.0,12.121212121212121,15.625,95.34304802573966,2,4,74129,-0.046
Fayette,2018,0.6176470588235294,0.7058823529411765,34,197.0,10308.0,10405.0,111759.0,141850.0,2.0,51.0,2.0,1.0,48.0,3.0,0.00101,0.32722,0.001002,3.6363636363636362,1.9230769230769231,0.3067745541138164,8,13,128804,-0.057
Fayette,2022,0.5853658536585366,0.5609756097560976,41,49.0,2805.0,2254.0,40728.0,49229.0,12.0,61.0,0.0,16.0,58.0,0.0,0.156455,0.734635,0.0,16.43835616438356,21.62162162162162,17.557710220067555,8,13,128804,-0.057
Fayette,2019,0.7333333333333333,0.7,30,154.0,8241.0,7478.0,99924.0,126223.0,4.0,57.0,1.0,5.0,55.0,1.0,0.000705,0.476692,1e-06,6.451612903225806,8.19672131147541,0.14767552440521325,8,13,128804,-0.057
Fayette,2020,0.66,0.76,50,85.0,6556.0,5793.0,92450.0,111449.0,11.0,92.0,2.0,16.0,111.0,2.0,0.060094999999999996,0.49523400000000006,0.008,10.476190476190476,12.4031007751938,10.667833539547935,8,13,128804,-0.057
Fayette,2021,0.6521739130434783,0.7391304347826086,46,97.0,5925.0,5118.0,86053.0,105351.0,21.0,140.0,0.0,33.0,167.0,0.0,0.541515,0.952737,0.0,13.043478260869565,16.5,36.23987118638623,8,13,128804,-0.057
Indiana,2018,0.5652173913043478,0.5217391304347826,23,83.0,4023.0,4179.0,73352.0,54719.0,2.0,31.0,0.0,2.0,26.0,0.0,0.00603,0.186648,0.0,6.0606060606060606,7.142857142857142,3.1295736928969573,5,6,83246,-0.063
Indiana,2022,0.5476190476190477,0.47619047619047616,42,13.0,1018.0,1056.0,18470.0,18196.0,2.0,48.0,0.0,1.0,50.0,0.0,0.0383,0.13431800000000002,0.0,4.0,1.9607843137254901,22.187720863409375,5,6,83246,-0.063
Indiana,2019,0.71875,0.6875,32,93.0,2990.0,3170.0,61913.0,46493.0,5.0,51.0,0.0,5.0,40.0,0.0,0.009814,0.059461,0.0,8.928571428571429,11.11111111111111,14.166726813424754,5,6,83246,-0.063
Indiana,2020,0.6666666666666666,0.7222222222222222,36,27.0,2517.0,2549.0,50983.0,41062.0,9.0,55.0,1.0,19.0,62.0,1.0,0.045044,0.101332,0.0001,13.846153846153847,23.170731707317074,30.751795515988967,5,6,83246,-0.063
