,Total Population,State,PUMA,Male Polulation,Female Population,Grandparents Living With Grandchildren,Grandparents Responsible for Grandchildren,Childcare Employees Total
0,tabulate,state,public use microdata area,tabulate,tabulate,tabulate,tabulate,tabulate
1291,101326,36,03101,50318,51008,606,372,1000
1292,148811,36,03102,74494,74317,645,513,1239
1293,115223,36,03201,55738,59485,348,163,607
1294,112562,36,03202,54195,58367,378,166,1076
1295,101644,36,03301,50018,51626,462,304,778
1296,99528,36,03302,48580,50948,569,378,681
1297,116278,36,03303,57183,59095,505,319,756
1298,0,36,03400,0,0,0,0,0
1299,0,36,03501,0,0,0,0,0
1300,0,36,03502,0,0,0,0,0
1301,0,36,03503,0,0,0,0,0
1302,0,36,03504,0,0,0,0,0
1303,0,36,03505,0,0,0,0,0
1304,0,36,03506,0,0,0,0,0
1305,0,36,03601,0,0,0,0,0
1306,0,36,03602,0,0,0,0,0
1307,108254,36,03701,50143,58111,603,286,1672
1308,151678,36,03702,67988,83690,1452,917,1959
1309,122098,36,03703,57345,64753,783,396,1158
1310,125903,36,03704,60652,65251,886,501,1650
1311,168410,36,03705,78387,90023,1441,998,2240
1312,131479,36,03706,63117,68362,1225,1220,2443
1313,137349,36,03707,64753,72596,840,582,1895
1314,141128,36,03708,65295,75833,1299,553,2473
1315,185661,36,03709,88162,97499,1373,1399,1864
1316,154704,36,03710,76788,77916,1023,807,1627
1317,214809,36,03801,105726,109083,1250,1399,2668
1318,130008,36,03802,61472,68536,927,459,1721
1319,135289,36,03803,62614,72675,663,307,1008
1320,119738,36,03804,54653,65085,867,402,1292
1321,214513,36,03805,94292,120221,241,58,308
1322,196749,36,03806,88015,108734,400,146,1128
1323,157573,36,03807,82182,75391,617,266,300
1324,149261,36,03808,70931,78330,394,70,444
1325,155420,36,03809,76486,78934,985,236,1387
1326,155643,36,03810,75322,80321,163,139,564
1327,163794,36,03901,80203,83591,668,451,587
1328,138615,36,03902,65533,73082,730,659,699
1329,173172,36,03903,85153,88019,1456,1181,1307
1330,163865,36,04001,82138,81727,379,280,961
1331,128517,36,04002,62514,66003,662,817,1932
1332,150910,36,04003,69358,81552,1009,558,1764
1333,144633,36,04004,67233,77400,931,263,1223
1334,118274,36,04005,55848,62426,615,351,659
1335,135395,36,04006,61517,73878,969,361,1834
1336,114909,36,04007,50651,64258,946,727,1557
1337,162577,36,04008,75228,87349,1252,1533,2108
1338,200652,36,04009,91391,109261,1406,1429,2165
1339,133376,36,04010,58702,74674,1532,822,1516
1340,106987,36,04011,49191,57796,656,353,1286
1341,137915,36,04012,69073,68842,679,464,1163
1342,121889,36,04013,59167,62722,815,916,677
1343,154462,36,04014,77687,76775,1159,851,1314
1344,156119,36,04015,75495,80624,961,755,1657
1345,149221,36,04016,72434,76787,656,579,1049
1346,185200,36,04017,90907,94293,1426,1628,1161
1347,112108,36,04018,51696,60412,578,320,1002
1348,161527,36,04101,79238,82289,864,655,1120
1349,165691,36,04102,85193,80498,1393,985,1577
1350,242575,36,04103,115547,127028,2594,1912,1398
1351,119480,36,04104,57409,62071,824,388,587
1352,203771,36,04105,95736,108035,2023,1956,1832
1353,161944,36,04106,78973,82971,872,607,1813
1354,140650,36,04107,69993,70657,1116,659,1620
1355,115235,36,04108,53773,61462,602,262,1042
1356,136285,36,04109,68486,67799,709,493,1156
1357,183977,36,04110,90483,93494,1258,914,1267
1358,143681,36,04111,73318,70363,1409,1492,1333
1359,234993,36,04112,108850,126143,2385,1670,2393
1360,132528,36,04113,64753,67775,1606,1620,1119
1361,128620,36,04114,61093,67527,841,542,1493
1362,0,36,04201,0,0,0,0,0
1363,0,36,04202,0,0,0,0,0
1364,0,36,04203,0,0,0,0,0
1365,0,36,04204,0,0,0,0,0
1366,0,36,04205,0,0,0,0,0
1367,0,36,04206,0,0,0,0,0
1368,0,36,04207,0,0,0,0,0
1369,0,36,04208,0,0,0,0,0
1370,0,36,04209,0,0,0,0,0
1371,0,36,04210,0,0,0,0,0
1372,0,36,04211,0,0,0,0,0
1373,0,36,04212,0,0,0,0,0
1374,0,36,04301,0,0,0,0,0
1375,0,36,04302,0,0,0,0,0
1376,0,36,04303,0,0,0,0,0
1377,0,36,04304,0,0,0,0,0
1378,0,36,04305,0,0,0,0,0
1379,0,36,04306,0,0,0,0,0
1380,0,36,04307,0,0,0,0,0
1381,0,36,04308,0,0,0,0,0
1382,0,36,04309,0,0,0,0,0
1383,0,36,04310,0,0,0,0,0
1384,0,36,04311,0,0,0,0,0
1385,0,36,04312,0,0,0,0,0
1386,132860,37,00100,66778,66082,498,206,912
1387,0,37,00201,0,0,0,0,0
1388,0,37,00202,0,0,0,0,0
1389,136783,37,00300,66015,70768,692,226,477
1390,121891,37,00400,60794,61097,634,368,746
1391,126064,37,00500,61112,64952,588,688,771
1392,100258,37,00600,48919,51339,431,514,345
1393,116663,37,00700,56981,59682,531,246,793
1394,99315,37,00800,49176,50139,417,481,601
1395,0,37,00901,0,0,0,0,0
1396,0,37,00902,0,0,0,0,0
1397,0,37,00903,0,0,0,0,0
1398,0,37,00904,0,0,0,0,0
1399,0,37,00905,0,0,0,0,0
1400,102732,37,01000,50115,52617,812,353,940
1401,203287,37,01100,99714,103573,750,510,1368
1402,0,37,01200,0,0,0,0,0
1403,0,37,01300,0,0,0,0,0
1404,146278,37,01400,69900,76378,450,421,685
1405,133704,37,01500,64149,69555,501,262,446
1406,0,37,01601,0,0,0,0,0
1407,0,37,01602,0,0,0,0,0
1408,0,37,01700,0,0,0,0,0
1409,0,37,01800,0,0,0,0,0
1410,107647,37,01900,53028,54619,438,353,391
1411,119298,37,02000,59594,59704,576,323,557
1412,135624,37,02100,68271,67353,788,479,474
1413,0,37,02200,0,0,0,0,0
1414,112655,37,02300,54961,57694,647,300,863
1415,111975,37,02400,54212,57763,604,203,518
1416,150369,37,02500,72340,78029,482,309,1329
1417,0,37,02601,0,0,0,0,0
1418,0,37,02602,0,0,0,0,0
1419,0,37,02701,0,0,0,0,0
1420,0,37,02702,0,0,0,0,0
1421,0,37,02703,0,0,0,0,0
1422,0,37,02801,0,0,0,0,0
1423,0,37,02802,0,0,0,0,0
1424,151342,37,02900,74481,76861,711,423,1237
1425,0,37,03000,0,0,0,0,0
1426,0,37,03100,0,0,0,0,0
1427,155720,37,03200,75939,79781,694,885,1164
1428,117951,37,03300,58216,59735,551,199,984
1429,141191,37,03400,69668,71523,874,394,1187
1430,166729,37,03500,81320,85409,668,336,914
1431,143320,37,03600,70814,72506,569,370,471
1432,126487,37,03700,61421,65066,268,199,788
1433,134197,37,03800,66445,67752,813,396,1260
1434,122292,37,03900,59865,62427,603,910,1225
1435,123901,37,04000,60812,63089,258,313,1353
1436,111447,37,04100,55853,55594,418,133,709
1437,180186,37,04200,84612,95574,738,982,1622
1438,102025,37,04300,50967,51058,428,186,722
1439,129082,37,04400,62715,66367,406,226,672
1440,152531,37,04500,86307,66224,241,312,1162
1441,122689,37,04600,60789,61900,620,486,926
1442,170423,37,04700,80775,89648,794,201,1108
1443,137372,37,04800,65850,71522,525,426,1234
1444,214877,38,00100,112174,102703,819,738,2882
1445,123033,38,00200,62213,60820,261,118,1484
1446,136577,38,00300,68803,67774,143,134,1303
1447,105816,38,00400,54536,51280,268,104,1080
1448,180091,38,00500,91436,88655,211,61,1636
1449,120671,39,00100,59690,60981,560,278,684
1450,0,39,00201,0,0,0,0,0
1451,0,39,00202,0,0,0,0,0
1452,0,39,00301,0,0,0,0,0
1453,0,39,00302,0,0,0,0,0
1454,0,39,00303,0,0,0,0,0
1455,136066,39,00400,66163,69903,873,507,796
1456,0,39,00501,0,0,0,0,0
1457,0,39,00502,0,0,0,0,0
1458,0,39,00601,0,0,0,0,0
1459,0,39,00602,0,0,0,0,0
1460,0,39,00603,0,0,0,0,0
1461,0,39,00604,0,0,0,0,0
1462,0,39,00605,0,0,0,0,0
1463,0,39,00606,0,0,0,0,0
1464,0,39,00607,0,0,0,0,0
1465,0,39,00608,0,0,0,0,0
1466,0,39,00609,0,0,0,0,0
1467,0,39,00610,0,0,0,0,0
1468,0,39,00611,0,0,0,0,0
1469,0,39,00612,0,0,0,0,0
1470,0,39,00701,0,0,0,0,0
1471,0,39,00702,0,0,0,0,0
1472,0,39,00703,0,0,0,0,0
1473,0,39,00800,0,0,0,0,0
1474,101384,39,00901,50084,51300,224,49,391
1475,139040,39,00902,67180,71860,249,78,798
1476,114723,39,00903,55531,59192,177,142,362
1477,120819,39,00904,58667,62152,363,162,894
1478,100139,39,01000,47862,52277,342,158,358
1479,0,39,01101,0,0,0,0,0
1480,0,39,01102,0,0,0,0,0
1481,0,39,01103,0,0,0,0,0
1482,0,39,01201,0,0,0,0,0
1483,0,39,01202,0,0,0,0,0
1484,97366,39,01300,48864,48502,489,255,339
1485,127601,39,01400,63541,64060,357,190,661
1486,188798,39,01500,91903,96895,563,345,1027
1487,111252,39,01600,53153,58099,358,214,491
1488,162400,39,01700,79818,82582,680,287,1192
1489,0,39,01800,0,0,0,0,0
1490,179143,39,01900,88589,90554,841,189,802
1491,116105,39,02000,57849,58256,331,132,574
1492,111979,39,02100,55042,56937,447,116,585
1493,0,39,02201,0,0,0,0,0
1494,0,39,02202,0,0,0,0,0
1495,0,39,02203,0,0,0,0,0
1496,118751,39,02300,59175,59576,413,260,528
1497,109598,39,02400,54224,55374,210,104,741
1498,102650,39,02500,52055,50595,485,94,768
1499,114835,39,02600,57177,57658,253,111,847
1500,115732,39,02700,57529,58203,366,147,652
1501,161893,39,02800,82465,79428,903,289,1071
1502,119403,39,02900,59167,60236,911,547,324
1503,0,39,03001,0,0,0,0,0
1504,0,39,03002,0,0,0,0,0
1505,0,39,03101,0,0,0,0,0
1506,0,39,03102,0,0,0,0,0
1507,0,39,03103,0,0,0,0,0
1508,0,39,03104,0,0,0,0,0
1509,0,39,03105,0,0,0,0,0
1510,0,39,03106,0,0,0,0,0
1511,0,39,03107,0,0,0,0,0
1512,0,39,03108,0,0,0,0,0
1513,0,39,03109,0,0,0,0,0
1514,134613,39,03200,63909,70704,354,179,611
1515,124925,39,03300,61789,63136,311,111,602
1516,102607,39,03400,52119,50488,267,210,384
1517,133067,39,03500,66231,66836,829,229,499
1518,103061,39,03600,52689,50372,325,102,332
1519,122103,39,03700,59901,62202,280,225,524
1520,175417,39,03800,86226,89191,777,637,1240
1521,155979,39,03900,77333,78646,973,389,1121
1522,205393,39,04000,101833,103560,620,210,1672
1523,125529,39,04101,58773,66756,389,132,1072
1524,111919,39,04102,52338,59581,269,75,1207
1525,121956,39,04103,60862,61094,323,110,826
1526,160329,39,04200,82190,78139,728,233,1137
1527,0,39,04301,0,0,0,0,0
1528,0,39,04302,0,0,0,0,0
1529,0,39,04401,0,0,0,0,0
1530,0,39,04402,0,0,0,0,0
1531,0,39,04403,0,0,0,0,0
1532,0,39,04404,0,0,0,0,0
1533,0,39,04501,0,0,0,0,0
1534,0,39,04502,0,0,0,0,0
1535,0,39,04503,0,0,0,0,0
1536,107449,39,04601,52341,55108,358,153,592
1537,129187,39,04602,61375,67812,596,358,571
1538,168147,39,04700,82663,85484,718,290,1151
1539,105655,39,04800,54327,51328,467,141,430
1540,167190,40,00100,82742,84448,810,652,953
1541,112733,40,00200,55228,57505,824,610,559
1542,175432,40,00300,87337,88095,936,512,1220
1543,107445,40,00400,54842,52603,324,210,611
1544,112845,40,00500,58814,54031,415,237,370
1545,0,40,00600,0,0,0,0,0
1546,0,40,00700,0,0,0,0,0
1547,144749,40,00800,71846,72903,446,384,1043
1548,281782,40,00900,140296,141486,1271,431,2798
1549,0,40,01000,0,0,0,0,0
1550,0,40,01100,0,0,0,0,0
1551,0,40,01200,0,0,0,0,0
1552,124117,40,01301,62475,61642,456,255,1027
1553,147275,40,01302,71751,75524,512,310,1180
1554,116940,40,01400,58097,58843,413,374,577
1555,0,40,01500,0,0,0,0,0
1556,0,40,01600,0,0,0,0,0
1557,0,40,01700,0,0,0,0,0
1558,126895,41,00100,64840,62055,497,190,749
1559,121076,41,00200,60748,60328,657,400,1066
1560,113517,41,00300,58487,55030,426,173,714
1561,191822,41,00400,94811,97011,488,222,1300
1562,167906,41,00500,82873,85033,547,182,1094
1563,219283,41,00600,109076,110207,658,393,1007
1564,0,41,00701,0,0,0,0,0
1565,0,41,00702,0,0,0,0,0
1566,174324,41,00800,85471,88853,1018,524,895
1567,0,41,00900,0,0,0,0,0
1568,109955,41,01000,54440,55515,503,452,495
1569,0,41,01101,0,0,0,0,0
1570,0,41,01102,0,0,0,0,0
1571,190857,41,01200,94432,96425,950,779,1269
1572,126859,41,01301,62820,64039,579,74,1048
1573,125135,41,01302,60531,64604,1006,291,911
1574,120592,41,01303,60632,59960,602,335,1022
1575,0,41,01304,0,0,0,0,0
1576,125635,41,01305,62163,63472,256,80,894
1577,0,41,01306,0,0,0,0,0
1578,0,41,01307,0,0,0,0,0
1579,0,41,01308,0,0,0,0,0
1580,0,41,01309,0,0,0,0,0
1581,0,41,01310,0,0,0,0,0
1582,0,41,01311,0,0,0,0,0
1583,0,41,01312,0,0,0,0,0
1584,0,41,01313,0,0,0,0,0
1585,0,42,00100,0,0,0,0,0
1586,124551,42,00200,61285,63266,492,214,509
1587,171881,42,00300,89020,82861,522,236,1026
1588,107529,42,00400,53615,53914,272,327,921
1589,147429,42,00500,75702,71727,416,255,977
1590,168756,42,00600,83713,85043,746,381,1107
1591,0,42,00700,0,0,0,0,0
1592,127549,42,00801,61481,66068,315,252,633
1593,126480,42,00802,61899,64581,649,536,601
1594,0,42,00901,0,0,0,0,0
1595,0,42,00902,0,0,0,0,0
1596,0,42,00903,0,0,0,0,0
1597,109677,42,01000,54827,54850,330,262,589
1598,156210,42,01100,79664,76546,858,379,919
1599,162189,42,01200,85437,76752,347,273,1217
1600,140827,42,01300,71103,69724,588,293,1043
1601,110444,42,01400,54766,55678,446,128,635
1602,0,42,01500,0,0,0,0,0
1603,187668,42,01600,93061,94607,560,266,1453
1604,191743,42,01701,93428,98315,454,287,1293
1605,112661,42,01702,55686,56975,593,639,625
1606,0,42,01703,0,0,0,0,0
1607,108331,42,01801,52722,55609,324,125,532
1608,159042,42,01802,78045,80997,718,202,1252
1609,124107,42,01803,60943,63164,232,139,650
1610,172068,42,01804,80061,92007,660,350,1530
1611,112285,42,01805,53090,59195,629,241,1112
1612,123384,42,01806,59729,63655,361,210,727
1613,114125,42,01807,54917,59208,341,191,748
1614,149838,42,01900,74661,75177,710,198,1241
1615,98985,42,02001,48640,50345,313,217,523
1616,148643,42,02002,72061,76582,384,172,838
1617,0,42,02101,0,0,0,0,0
1618,0,42,02102,0,0,0,0,0
1619,0,42,02103,0,0,0,0,0
1620,0,42,02201,0,0,0,0,0
1621,0,42,02202,0,0,0,0,0
1622,0,42,02300,0,0,0,0,0
1623,0,42,02400,0,0,0,0,0
1624,0,42,02501,0,0,0,0,0
1625,0,42,02502,0,0,0,0,0
1626,141633,42,02600,72621,69012,340,222,785
1627,0,42,02700,0,0,0,0,0
1628,131476,42,02801,64889,66587,581,386,843
1629,159020,42,02802,77584,81436,366,474,842
1630,0,42,02900,0,0,0,0,0
1631,136152,42,03001,66916,69236,548,135,1001
1632,141409,42,03002,68727,72682,582,508,854
1633,143622,42,03101,70444,73178,330,271,1740
1634,122332,42,03102,59896,62436,289,378,830
1635,158248,42,03201,76560,81688,459,599,829
1636,146291,42,03202,70250,76041,1463,730,647
1637,140922,42,03203,68218,72704,1139,572,1570
1638,135334,42,03301,65633,69701,411,234,1427
1639,163623,42,03302,77752,85871,895,767,1456
1640,145579,42,03303,70267,75312,505,476,1692
1641,110533,42,03401,56309,54224,321,298,483
1642,136740,42,03402,66031,70709,382,99,1058
1643,0,42,03500,0,0,0,0,0
1644,0,42,03600,0,0,0,0,0
1645,128172,42,03701,63284,64888,790,193,602
1646,128993,42,03702,63783,65210,850,334,663
1647,0,42,03801,0,0,0,0,0
1648,0,42,03802,0,0,0,0,0
1649,0,42,03901,0,0,0,0,0
1650,0,42,03902,0,0,0,0,0
1651,0,42,03903,0,0,0,0,0
1652,0,42,03904,0,0,0,0,0
1653,144525,42,04001,70676,73849,517,175,855
1654,99117,42,04002,49737,49380,751,427,675
1655,0,42,04003,0,0,0,0,0
1656,0,42,04004,0,0,0,0,0
1657,0,42,04005,0,0,0,0,0
1658,0,42,04006,0,0,0,0,0
1659,0,42,04101,0,0,0,0,0
1660,0,42,04102,0,0,0,0,0
1661,0,42,04103,0,0,0,0,0
1662,0,42,04104,0,0,0,0,0
1663,0,42,04105,0,0,0,0,0
1664,0,42,04106,0,0,0,0,0
1665,0,42,04107,0,0,0,0,0
1666,0,42,04108,0,0,0,0,0
1667,0,42,04109,0,0,0,0,0
1668,0,42,04110,0,0,0,0,0
1669,0,42,04111,0,0,0,0,0
1670,0,42,04201,0,0,0,0,0
1671,0,42,04202,0,0,0,0,0
1672,0,42,04203,0,0,0,0,0
1673,0,42,04204,0,0,0,0,0
1674,0,42,04301,0,0,0,0,0
1675,0,42,04302,0,0,0,0,0
1676,0,42,04303,0,0,0,0,0
1677,0,44,00100,0,0,0,0,0
1678,0,44,00200,0,0,0,0,0
1679,131296,44,00300,64247,67049,335,424,979
1680,126615,44,00400,61508,65107,273,258,719
1681,0,44,00500,0,0,0,0,0
1682,0,44,00600,0,0,0,0,0
1683,0,44,00700,0,0,0,0,0
1684,0,45,00100,0,0,0,0,0
1685,0,45,00201,0,0,0,0,0
1686,0,45,00202,0,0,0,0,0
1687,124697,45,00301,59133,65564,867,382,802
1688,189330,45,00302,93175,96155,1109,885,1082
1689,155001,45,00400,74788,80213,1176,418,677
1690,0,45,00500,0,0,0,0,0
1691,0,45,00600,0,0,0,0,0
1692,167565,45,00700,81892,85673,1148,787,1120
1693,188510,45,00800,91727,96783,1080,668,571
1694,205063,45,00900,96333,108730,1101,703,1012
1695,0,45,01001,0,0,0,0,0
1696,0,45,01002,0,0,0,0,0
1697,0,45,01100,0,0,0,0,0
1698,0,45,01200,0,0,0,0,0
1699,187952,45,01300,90544,97408,807,361,1022
1700,219249,45,01400,107902,111347,1046,922,1277
1701,196764,45,01500,96074,100690,826,429,945
1702,104857,45,01600,49913,54944,323,199,650
1703,0,45,01700,0,0,0,0,0
1704,0,45,01800,0,0,0,0,0
1705,0,45,01900,0,0,0,0,0
1706,0,45,02000,0,0,0,0,0
1707,0,45,02101,0,0,0,0,0
1708,0,45,02102,0,0,0,0,0
1709,0,45,02200,0,0,0,0,0
1710,0,45,02300,0,0,0,0,0
1711,190164,46,00100,96300,93864,1190,236,1566
1712,103702,46,00200,51707,51995,203,256,975
1713,132874,46,00300,66404,66470,115,109,1545
1714,136373,46,00400,70020,66353,300,111,1077
1715,138261,46,00500,69791,68470,533,144,1886
1716,177962,46,00600,88748,89214,756,116,2062
1717,0,46,00700,0,0,0,0,0
1718,138420,47,00100,67960,70460,743,401,813
1719,136517,47,00200,66855,69662,539,243,870
1720,218547,47,00300,108844,109703,941,427,2201
1721,189955,47,00400,95036,94919,1303,536,961
1722,0,47,00501,0,0,0,0,0
1723,0,47,00502,0,0,0,0,0
1724,130609,47,00600,66485,64124,733,404,511
1725,125283,47,00700,61977,63306,694,402,892
1726,0,47,00801,0,0,0,0,0
1727,0,47,00802,0,0,0,0,0
1728,121679,47,00900,60813,60866,563,534,738
1729,106624,47,01000,51141,55483,760,235,492
1730,107772,47,01100,53305,54467,513,190,616
1731,161339,47,01200,79810,81529,900,398,794
1732,0,47,01301,0,0,0,0,0
1733,0,47,01302,0,0,0,0,0
1734,123525,47,01400,60429,63096,564,511,754
1735,152134,47,01500,75251,76883,660,394,708
1736,0,47,01600,0,0,0,0,0
1737,131592,47,01700,63783,67809,397,203,403
1738,152814,47,01800,75025,77789,887,256,529
1739,177118,47,01900,86486,90632,1012,596,847
1740,0,47,02000,0,0,0,0,0
1741,117198,47,02100,59932,57266,676,552,642
1742,0,47,02201,0,0,0,0,0
1743,0,47,02202,0,0,0,0,0
1744,0,47,02203,0,0,0,0,0
1745,0,47,02204,0,0,0,0,0
1746,0,47,02205,0,0,0,0,0
1747,140676,47,02300,68842,71834,944,425,853
1748,0,47,02400,0,0,0,0,0
1749,0,47,02500,0,0,0,0,0
1750,232276,47,02600,113650,118626,594,357,1779
1751,177391,47,02700,86247,91144,920,286,1709
1752,109697,47,02800,54628,55069,576,406,530
1753,133656,47,02900,66620,67036,743,285,464
1754,115200,47,03000,54626,60574,546,476,409
1755,0,47,03101,0,0,0,0,0
1756,0,47,03102,0,0,0,0,0
1757,0,47,03103,0,0,0,0,0
1758,0,47,03104,0,0,0,0,0
1759,0,47,03105,0,0,0,0,0
1760,132981,47,03201,65209,67772,796,424,551
1761,127091,47,03202,60289,66802,565,269,519
1762,179863,48,00100,93925,85938,548,684,678
1763,118194,48,00200,60970,57224,463,365,605
1764,136012,48,00300,66663,69349,483,148,1036
1765,127568,48,00400,65917,61651,679,495,509
1766,114847,48,00501,57612,57235,627,891,1059
1767,193322,48,00502,94307,99015,981,1578,1446
1768,156548,48,00600,78397,78151,733,546,742
1769,132381,48,00700,68577,63804,434,358,894
1770,208933,48,00800,103587,105346,973,939,940
1771,197475,48,00900,97258,100217,1080,876,1107
1772,159693,48,01000,77501,82192,990,809,819
1773,123666,48,01100,61270,62396,395,665,465
1774,117817,48,01200,57328,60489,688,416,743
1775,125982,48,01300,62179,63803,947,869,667
1776,129832,48,01400,63770,66062,761,850,989
1777,0,48,01500,0,0,0,0,0
1778,123452,48,01600,60057,63395,507,356,626
1779,129549,48,01700,66912,62637,567,255,496
1780,139998,48,01800,75663,64335,677,447,626
1781,0,48,01900,0,0,0,0,0
1782,0,48,02000,0,0,0,0,0
1783,179278,48,02101,88359,90919,919,640,912
1784,171512,48,02102,85900,85612,1068,496,979
1785,0,48,02103,0,0,0,0,0
1786,0,48,02104,0,0,0,0,0
1787,0,48,02201,0,0,0,0,0
1788,0,48,02202,0,0,0,0,0
1789,116116,48,02301,57510,58606,612,655,1109
1790,103236,48,02302,50949,52287,502,693,1078
1791,121306,48,02303,59883,61423,950,620,777
1792,118229,48,02304,59563,58666,756,620,846
1793,134922,48,02305,65564,69358,326,500,1057
1794,134060,48,02306,65107,68953,473,224,620
1795,132582,48,02307,65682,66900,402,214,663
1796,112938,48,02308,54797,58141,253,666,573
1797,125219,48,02309,61157,64062,242,172,548
1798,125032,48,02310,60184,64848,379,285,609
1799,106633,48,02311,53140,53493,320,364,614
1800,112427,48,02312,59740,52687,325,24,368
1801,128861,48,02313,67751,61110,251,48,380
1802,128772,48,02314,63043,65729,1010,907,392
1803,116877,48,02315,58702,58175,747,504,506
1804,138408,48,02400,68999,69409,1089,527,744
1805,124463,48,02501,62304,62159,411,278,557
1806,128819,48,02502,63883,64936,546,221,830
1807,132589,48,02503,65629,66960,803,603,798
1808,121381,48,02504,58068,63313,806,604,581
1809,123328,48,02505,59076,64252,537,324,744
1810,131173,48,02506,64350,66823,679,555,1015
1811,120523,48,02507,58026,62497,370,270,1133
1812,119926,48,02508,59460,60466,687,324,470
1813,145864,48,02509,70244,75620,495,269,1605
1814,126837,48,02510,61666,65171,334,330,1131
1815,131814,48,02511,65199,66615,527,1101,1119
1816,191498,48,02600,100456,91042,869,421,662
1817,138018,48,02700,67242,70776,570,280,1130
1818,102088,48,02800,54625,47463,442,303,535
1819,118341,48,02900,59159,59182,573,414,754
1820,171278,48,03000,86586,84692,504,590,979
1821,162133,48,03100,82725,79408,489,362,633
1822,120912,48,03200,63393,57519,562,200,410
1823,0,48,03300,0,0,0,0,0
1824,184431,48,03400,92167,92264,977,519,801
1825,173440,48,03501,85776,87664,811,325,1805
1826,182064,48,03502,91323,90741,775,321,1486
1827,0,48,03503,0,0,0,0,0
1828,0,48,03504,0,0,0,0,0
1829,0,48,03505,0,0,0,0,0
1830,0,48,03600,0,0,0,0,0
1831,0,48,03701,0,0,0,0,0
1832,0,48,03702,0,0,0,0,0
1833,0,48,03703,0,0,0,0,0
1834,108530,48,03801,52030,56500,397,235,1184
1835,145554,48,03802,72119,73435,635,295,1251
1836,188647,48,03900,102819,85828,636,150,656
1837,152152,48,04000,73651,78501,885,736,1232
1838,114829,48,04100,57962,56867,317,428,351
1839,141203,48,04200,69199,72004,920,377,620
1840,0,48,04300,0,0,0,0,0
1841,128667,48,04400,63808,64859,413,507,280
1842,161950,48,04501,81462,80488,969,623,690
1843,163561,48,04502,80297,83264,527,370,1185
1844,118126,48,04503,57614,60512,184,59,595
1845,119267,48,04601,60015,59252,733,217,243
1846,112936,48,04602,61405,51531,606,411,308
1847,127649,48,04603,61994,65655,359,102,872
1848,146056,48,04604,74184,71872,178,152,364
1849,120758,48,04605,60261,60497,441,418,650
1850,116125,48,04606,60731,55394,454,350,468
1851,126194,48,04607,61027,65167,903,514,915
1852,103109,48,04608,52667,50442,534,437,272
1853,130489,48,04609,65526,64963,732,802,535
1854,117015,48,04610,57291,59724,530,352,281
1855,116023,48,04611,59949,56074,430,543,619
1856,109767,48,04612,54479,55288,474,339,505
1857,120671,48,04613,60145,60526,260,23,416
1858,115764,48,04614,62716,53048,372,181,575
1859,100849,48,04615,50049,50800,145,484,600
1860,113419,48,04616,54184,59235,694,245,628
1861,132554,48,04617,61955,70599,917,336,721
1862,108024,48,04618,53462,54562,754,555,416
1863,112997,48,04619,56381,56616,809,671,741
1864,117800,48,04620,59897,57903,441,387,730
1865,105858,48,04621,52302,53556,298,122,800
1866,114030,48,04622,57382,56648,890,324,927
1867,110296,48,04623,54939,55357,640,463,351
1868,130842,48,04624,64037,66805,363,160,900
1869,139930,48,04625,71016,68914,629,876,714
1870,169842,48,04701,83077,86765,753,1225,1349
1871,167790,48,04702,83186,84604,576,279,1352
1872,134022,48,04801,64768,69254,1137,657,607
1873,128024,48,04802,66818,61206,603,395,872
1874,116680,48,04901,55467,61213,445,305,966
1875,138846,48,04902,68357,70489,494,249,1022
1876,183271,48,05000,91162,92109,803,429,1748
1877,172197,48,05100,86854,85343,1416,1423,1168
1878,145992,48,05201,69932,76060,953,319,922
1879,136557,48,05202,68151,68406,572,417,1541
1880,161481,48,05301,78312,83169,658,285,1108
1881,116785,48,05302,59901,56884,407,691,729
1882,157219,48,05303,82209,75010,1025,789,930
1883,134463,48,05304,69277,65186,867,953,727
1884,0,48,05401,0,0,0,0,0
1885,0,48,05402,0,0,0,0,0
1886,149060,48,05500,76125,72935,783,510,800
1887,0,48,05601,0,0,0,0,0
1888,0,48,05602,0,0,0,0,0
1889,0,48,05603,0,0,0,0,0
1890,0,48,05604,0,0,0,0,0
1891,0,48,05605,0,0,0,0,0
1892,0,48,05606,0,0,0,0,0
1893,0,48,05607,0,0,0,0,0
1894,0,48,05608,0,0,0,0,0
1895,0,48,05609,0,0,0,0,0
1896,0,48,05610,0,0,0,0,0
1897,0,48,05611,0,0,0,0,0
1898,163042,48,05700,80512,82530,799,291,993
1899,148926,48,05800,73433,75493,725,910,718
1900,0,48,05900,0,0,0,0,0
1901,136115,48,06000,66595,69520,898,523,625
1902,143691,48,06100,74936,68755,947,814,727
1903,172648,48,06200,87122,85526,904,860,1489
1904,128741,48,06301,61152,67589,921,520,862
1905,145990,48,06302,73201,72789,840,819,454
1906,107625,48,06400,53601,54024,619,545,797
1907,130616,48,06500,68800,61816,795,435,725
1908,0,48,06600,0,0,0,0,0
1909,131397,48,06701,65542,65855,1147,1009,1412
1910,148382,48,06702,72528,75854,874,526,578
1911,142307,48,06703,67512,74795,971,653,895
1912,0,48,06704,0,0,0,0,0
1913,0,48,06800,0,0,0,0,0
1914,100573,48,06900,51168,49405,463,421,602
1915,0,49,00100,0,0,0,0,0
1916,0,49,00200,0,0,0,0,0
1917,0,49,00301,0,0,0,0,0
1918,0,49,00302,0,0,0,0,0
